,f1,f2,f3,emotion
84,1.06931575196009,3.0,0.4825661680092057,5.0
85,1.0040983606557399,3.0,0.25146568954030624,7.0
86,0.56521739130435,3.0,0.5378293259039425,1.0
87,1.06931575196009,3.0,0.25146568954030624,7.0
88,0.56521739130435,3.0,0.34162679425837295,3.0
89,0.56521739130435,3.0,0.34162679425837295,3.0
90,0.50409836065574,3.0,0.25146568954030624,7.0
91,1.06931575196009,3.0,0.5378293259039425,3.0
92,1.5040983606557399,3.0,1.2514656895403062,7.0
93,0.5,3.0,0.5916267942583731,4.0
94,1.5040983606557399,3.0,0.7514656895403062,7.0
95,0.56521739130435,3.0,0.34162679425837295,1.0
96,1.06931575196009,3.0,0.9825661680092057,5.0
97,0.56521739130435,3.0,0.34162679425837295,3.0
98,1.06931575196009,3.0,0.9825661680092057,5.0
99,0.56521739130435,3.0,0.34162679425837295,1.0
100,0.56521739130435,3.0,0.34162679425837295,3.0
101,0.56521739130435,3.0,0.28636363636363626,3.0
102,0.50409836065574,3.0,0.25146568954030624,7.0
103,2.56521739130435,3.0,1.091626794258373,4.0
104,0.56521739130435,3.0,0.5378293259039425,1.0
105,1.06931575196009,3.0,0.4825661680092057,5.0
106,1.5040983606557399,3.0,1.5363636363636362,1.0
107,3.0,3.0,2.2514656895403062,4.0
108,2.06521739130435,3.0,1.7514656895403062,6.0
109,1.06931575196009,3.0,0.5378293259039425,2.0
110,3.0,3.0,0.5378293259039424,1.0
111,2.06521739130435,3.0,0.5378293259039425,6.0
112,1.06931575196009,3.0,0.5378293259039425,2.0
113,1.06931575196009,3.0,0.3878293259039425,6.0
114,0.56521739130435,3.0,0.34162679425837295,3.0
115,0.56521739130435,3.0,0.5378293259039425,4.0
116,0.50409836065574,3.0,0.25146568954030624,7.0
117,1.5040983606557399,3.0,0.25146568954030624,7.0
118,1.06931575196009,3.0,0.4825661680092057,5.0
119,0.56521739130435,3.0,0.28636363636363626,3.0
120,2.50409836065574,3.0,0.25146568954030624,7.0
121,0.56521739130435,3.0,0.34162679425837295,1.0
122,1.06931575196009,3.0,0.4825661680092057,5.0
123,1.06521739130435,3.0,0.3878293259039426,6.0
124,1.06931575196009,3.0,0.25146568954030624,7.0
125,0.56521739130435,3.0,0.28636363636363626,3.0
126,0.50409836065574,3.0,0.25146568954030624,7.0
127,1.06931575196009,3.0,0.4825661680092057,5.0
128,1.06931575196009,3.0,0.25146568954030624,7.0
129,1.06931575196009,3.0,0.5378293259039425,3.0
130,0.56521739130435,3.0,0.25146568954030624,6.0
131,1.56521739130435,3.0,0.8878293259039425,6.0
132,1.06931575196009,3.0,0.5378293259039425,2.0
133,1.06931575196009,3.0,1.2863636363636362,5.0
134,1.06931575196009,3.0,1.7863636363636362,1.0
135,1.06931575196009,3.0,0.5378293259039425,3.0
136,1.06931575196009,3.0,0.5378293259039425,7.0
137,2.56521739130435,3.0,1.091626794258373,1.0
138,1.06931575196009,3.0,0.5378293259039425,2.0
139,2.5,3.0,0.5378293259039425,1.0
140,3.0,3.0,1.2514656895403062,4.0
141,1.56521739130435,3.0,0.7514656895403062,6.0
142,1.06931575196009,3.0,0.5378293259039425,2.0
143,0.50409836065574,3.0,0.25146568954030624,7.0
144,0.0,3.0,0.13636363636363624,4.0
145,1.06931575196009,3.0,0.5378293259039425,3.0
146,0.50409836065574,3.0,0.25146568954030624,7.0
147,1.06931575196009,3.0,0.4825661680092057,5.0
148,1.06931575196009,3.0,0.4825661680092057,5.0
149,0.50409836065574,3.0,0.25146568954030624,7.0
150,0.56521739130435,3.0,0.34162679425837295,1.0
151,0.56521739130435,2.0,0.3878293259039425,6.0
152,0.56521739130435,3.0,0.28636363636363626,1.0
153,1.06931575196009,3.0,0.4825661680092057,5.0
154,1.06931575196009,3.0,0.4825661680092057,5.0
155,2.50409836065574,3.0,0.25146568954030624,7.0
156,0.56521739130435,3.0,0.5378293259039425,1.0
157,0.56521739130435,3.0,0.28636363636363626,3.0
158,1.5,3.0,1.0014656895403062,4.0
159,1.06931575196009,3.0,0.5378293259039425,2.0
160,1.06931575196009,3.0,2.036363636363636,1.0
161,1.06931575196009,3.0,0.4825661680092057,5.0
162,0.50409836065574,3.0,0.25146568954030624,7.0
163,0.56521739130435,3.0,0.28636363636363626,3.0
164,1.06931575196009,3.0,0.25146568954030624,4.0
165,0.56521739130435,3.0,0.34162679425837295,1.0
166,1.06931575196009,3.0,0.4825661680092057,5.0
167,0.50409836065574,3.0,0.25146568954030624,7.0
168,2.0,3.0,0.5378293259039425,1.0
169,3.5,3.0,0.8878293259039425,4.0
170,2.56521739130435,3.0,0.8878293259039425,6.0
171,0.50409836065574,3.0,0.25146568954030624,7.0
172,0.56521739130435,3.0,0.28636363636363626,3.0
173,0.50409836065574,3.0,0.25146568954030624,7.0
174,0.0,3.0,0.13636363636363624,4.0
175,0.50409836065574,3.0,0.25146568954030624,7.0
176,0.56521739130435,3.0,0.34162679425837295,1.0
177,1.06931575196009,3.0,0.4825661680092057,5.0
178,0.56521739130435,3.0,0.3878293259039425,6.0
179,1.06931575196009,3.0,0.7514656895403062,6.0
180,0.50409836065574,3.0,0.25146568954030624,7.0
181,1.06931575196009,3.0,0.5378293259039425,3.0
182,0.56521739130435,4.0,0.3878293259039426,6.0
183,1.06931575196009,3.0,0.7325661680092057,5.0
184,1.06931575196009,3.0,0.5378293259039425,2.0
185,1.06931575196009,3.0,0.25146568954030624,7.0
186,0.56521739130435,3.0,0.34162679425837295,1.0
187,1.06931575196009,3.0,0.4825661680092057,5.0
188,1.06931575196009,3.0,0.5378293259039425,2.0
189,1.06931575196009,3.0,0.5378293259039425,5.0
190,1.0040983606557399,3.0,2.2514656895403062,7.0
191,0.56521739130435,3.0,0.34162679425837295,3.0
192,0.50409836065574,3.0,0.25146568954030624,7.0
193,1.06931575196009,3.0,0.4825661680092057,5.0
194,0.56521739130435,4.0,0.5378293259039425,3.0
195,0.50409836065574,3.0,0.25146568954030624,7.0
196,1.06931575196009,3.0,0.4825661680092057,5.0
197,1.06931575196009,3.0,0.25146568954030624,7.0
198,0.56521739130435,3.0,0.28636363636363626,3.0
199,1.06931575196009,3.0,0.4825661680092057,5.0
200,3.00409836065574,3.0,0.25146568954030624,4.0
201,1.06931575196009,3.0,0.4825661680092057,5.0
202,0.50409836065574,3.0,0.25146568954030624,7.0
203,1.06931575196009,3.0,0.4825661680092057,5.0
204,1.56521739130435,3.0,0.5378293259039425,3.0
205,1.06931575196009,3.0,0.5378293259039425,3.0
206,1.06931575196009,3.0,0.4825661680092057,5.0
207,0.50409836065574,3.0,0.25146568954030624,7.0
208,0.0,3.0,0.25146568954030624,4.0
209,0.50409836065574,3.0,0.25146568954030624,7.0
210,1.06931575196009,3.0,0.4825661680092057,5.0
211,0.56521739130435,3.0,0.34162679425837295,3.0
212,1.5040983606557399,3.0,0.25146568954030624,7.0
213,0.56521739130435,3.0,0.34162679425837295,1.0
214,1.06931575196009,3.0,0.4825661680092057,5.0
215,3.00409836065574,3.0,0.25146568954030624,7.0
216,0.56521739130435,3.0,0.3878293259039425,4.0
217,0.56521739130435,3.0,0.5378293259039425,3.0
218,1.06931575196009,3.0,0.25146568954030624,7.0
219,1.06931575196009,3.0,0.34162679425837295,3.0
220,3.00409836065574,3.0,0.25146568954030624,7.0
221,0.56521739130435,3.0,0.19162679425837292,6.0
222,1.06931575196009,3.0,0.4825661680092057,5.0
223,2.06521739130435,3.0,0.5378293259039425,3.0
224,0.56521739130435,3.0,0.28636363636363626,3.0
225,0.56521739130435,3.0,0.34162679425837295,1.0
226,0.50409836065574,3.0,0.25146568954030624,7.0
227,0.50409836065574,3.0,0.25146568954030624,7.0
228,1.06931575196009,3.0,0.25146568954030624,6.0
229,0.56521739130435,3.0,0.591626794258373,1.0
230,1.06931575196009,3.0,0.9825661680092057,3.0
231,0.50409836065574,3.0,0.25146568954030624,4.0
232,1.06931575196009,3.0,0.4825661680092057,5.0
233,0.50409836065574,3.0,0.25146568954030624,7.0
234,0.50409836065574,3.0,0.25146568954030624,7.0
235,1.06931575196009,3.0,0.4825661680092057,5.0
236,1.06931575196009,3.0,0.25146568954030624,7.0
237,0.56521739130435,3.0,0.4825661680092057,3.0
238,1.06931575196009,3.0,0.5378293259039425,2.0
239,0.50409836065574,3.0,0.25146568954030624,7.0
240,1.06931575196009,3.0,0.4825661680092057,5.0
241,3.06521739130435,3.0,0.8416267942583731,1.0
242,1.06931575196009,3.0,0.4825661680092057,5.0
243,0.50409836065574,3.0,0.25146568954030624,7.0
244,0.56521739130435,3.0,0.34162679425837295,1.0
245,1.06931575196009,3.0,0.5378293259039425,3.0
246,0.56521739130435,3.0,0.3878293259039425,6.0
247,1.06931575196009,3.0,0.5378293259039425,3.0
248,1.0040983606557399,3.0,1.7514656895403062,7.0
249,1.06931575196009,3.0,0.4825661680092057,5.0
250,1.06931575196009,3.0,0.28636363636363626,3.0
251,0.50409836065574,3.0,0.25146568954030624,7.0
252,1.06931575196009,3.0,0.4825661680092057,5.0
253,0.56521739130435,3.0,0.5378293259039425,1.0
254,0.5,3.0,0.25146568954030624,7.0
255,0.56521739130435,3.0,0.3878293259039425,6.0
256,1.06931575196009,3.0,0.4825661680092057,5.0
257,1.06931575196009,3.0,0.4825661680092057,5.0
258,0.56521739130435,3.0,0.34162679425837295,1.0
259,1.06931575196009,3.0,0.5378293259039425,3.0
260,2.5,3.0,0.5378293259039425,1.0
261,3.5,3.0,1.0014656895403062,4.0
262,0.50409836065574,3.0,0.25146568954030624,7.0
263,0.56521739130435,3.0,0.28636363636363626,3.0
264,1.06931575196009,3.0,0.4825661680092057,5.0
265,3.0,3.0,0.5378293259039424,1.0
266,3.5,3.0,1.1378293259039425,4.0
267,1.06931575196009,3.0,0.5378293259039425,2.0
268,1.06931575196009,3.0,1.5363636363636362,5.0
269,0.56521739130435,3.0,0.28636363636363626,3.0
270,2.56521739130435,3.0,0.5378293259039425,1.0
271,0.50409836065574,3.0,0.25146568954030624,7.0
272,1.06931575196009,3.0,0.5378293259039425,3.0
273,1.06931575196009,3.0,0.4825661680092057,5.0
274,0.50409836065574,3.0,0.25146568954030624,7.0
275,1.06931575196009,3.0,0.25146568954030624,7.0
276,1.06931575196009,3.0,0.5378293259039425,2.0
277,0.56521739130435,3.0,0.5378293259039425,1.0
278,1.06931575196009,3.0,1.2863636363636364,5.0
279,0.50409836065574,3.0,0.25146568954030624,7.0
280,1.5040983606557399,3.0,1.7514656895403062,7.0
281,1.06931575196009,3.0,0.4825661680092057,5.0
282,0.56521739130435,4.0,0.3878293259039426,6.0
283,2.0,3.0,1.7514656895403062,4.0
284,2.06521739130435,3.0,0.5378293259039425,3.0
285,0.50409836065574,3.0,0.25146568954030624,7.0
286,0.56521739130435,3.0,0.28636363636363626,1.0
287,1.06931575196009,3.0,0.4825661680092057,5.0
288,1.06931575196009,3.0,0.5378293259039425,2.0
289,1.5040983606557399,3.0,0.25146568954030624,7.0
290,1.06931575196009,3.0,0.25146568954030624,6.0
291,1.06931575196009,3.0,0.4825661680092057,5.0
292,2.56521739130435,3.0,0.5378293259039425,3.0
293,2.00409836065574,3.0,2.2514656895403062,7.0
294,3.06521739130435,3.0,0.8416267942583731,1.0
295,1.06931575196009,3.0,0.5378293259039425,3.0
296,2.00409836065574,3.0,2.2514656895403062,7.0
297,1.0040983606557399,3.0,0.25146568954030624,7.0
298,1.06931575196009,3.0,0.4825661680092057,5.0
299,1.06931575196009,3.0,0.34162679425837295,3.0
300,1.06931575196009,3.0,0.5378293259039425,2.0
301,1.06931575196009,3.0,0.5378293259039425,3.0
302,0.50409836065574,3.0,0.25146568954030624,7.0
303,1.06931575196009,3.0,1.0363636363636362,5.0
304,1.06931575196009,3.0,0.4825661680092057,5.0
305,1.06931575196009,3.0,0.25146568954030624,7.0
306,0.56521739130435,3.0,0.34162679425837295,3.0
307,1.56521739130435,3.0,0.6378293259039425,6.0
308,0.56521739130435,3.0,0.34162679425837295,3.0
309,1.06931575196009,3.0,0.25146568954030624,7.0
310,2.56521739130435,3.0,0.841626794258373,1.0
311,0.56521739130435,3.0,0.19162679425837292,4.0
312,1.06931575196009,3.0,0.4825661680092057,5.0
313,0.56521739130435,3.0,0.3878293259039425,6.0
314,1.06931575196009,3.0,0.5378293259039425,2.0
315,3.00409836065574,3.0,0.25146568954030624,7.0
316,1.06931575196009,3.0,0.4825661680092057,5.0
317,0.56521739130435,3.0,1.591626794258373,1.0
318,1.06931575196009,3.0,0.4825661680092057,5.0
319,0.50409836065574,3.0,0.25146568954030624,7.0
320,1.06931575196009,3.0,0.25146568954030624,7.0
321,1.06931575196009,3.0,0.4825661680092057,5.0
322,0.56521739130435,3.0,0.34162679425837295,1.0
323,0.56521739130435,3.0,0.34162679425837295,3.0
324,1.06931575196009,3.0,0.5378293259039425,3.0
325,2.00409836065574,3.0,2.2514656895403062,7.0
326,1.06931575196009,3.0,0.4825661680092057,5.0
